sample_id	exclude
MESC_CL5d7_E3_PD	FALSE
MESC_CL5d7_C10_PD	FALSE
MESC_CL5d1_G6_PA	FALSE
MESC_CL5d4_C10_PC	FALSE
MESC_CL5d2_H11_PB	FALSE
MESC_CL5d2_F11_PB	FALSE
MESC_CL5d1_A7_PA	FALSE
MESC_CL5d2_B12_PB	FALSE
MESC_CL5d7_G11_PD	FALSE
MESC_CL5d2_D12_PB	TRUE
MESC_CL5d2_E2_PB	TRUE
MESC_CL5d7_A10_PD	FALSE
MESC_CL5d2_D8_PB	TRUE
MESC_CL5d2_D9_PB	TRUE
MESC_CL5d4_B1_PC	FALSE
MESC_CL5d2_B5_PB	FALSE
MESC_CL5d4_G8_PC	FALSE
MESC_CL5d7_A7_PD	FALSE
MESC_CL5d1_E3_PA	FALSE
MESC_CL5d4_H10_PC	FALSE
MESC_CL5d7_H3_PD	FALSE
MESC_CL5d4_D2_PC	FALSE
MESC_CL5d1_A6_PA	FALSE
MESC_CL5d2_A12_PB	FALSE
MESC_CL5d7_G5_PD	FALSE
MESC_CL5d7_A6_PD	FALSE
MESC_CL5d2_C8_PB	FALSE
MESC_CL5d4_F8_PC	FALSE
MESC_CL5d7_E6_PD	FALSE
MESC_CL5d2_G5_PB	FALSE
MESC_CL5d4_D3_PC	FALSE
MESC_CL5d2_G3_PB	FALSE
MESC_CL5d1_D7_PA	FALSE
MESC_CL5d4_H6_PC	FALSE
MESC_CL5d2_E4_PB	FALSE
MESC_CL5d1_F7_PA	FALSE
MESC_CL5d7_F10_PD	FALSE
MESC_CL5d7_C12_PD	FALSE
MESC_CL5d1_F2_PA	FALSE
MESC_CL5d4_F12_PC	FALSE
MESC_CL5d1_B11_PA	FALSE
MESC_CL5d1_B12_PA	FALSE
MESC_CL5d7_G4_PD	FALSE
MESC_CL5d2_E6_PB	FALSE
MESC_CL5d7_E12_PD	FALSE
MESC_CL5d7_A4_PD	TRUE
MESC_CL5d4_E7_PC	FALSE
MESC_CL5d7_F5_PD	FALSE
MESC_CL5d1_G3_PA	FALSE
MESC_CL5d1_G9_PA	FALSE
MESC_CL5d2_G4_PB	FALSE
MESC_CL5d1_E11_PA	FALSE
MESC_CL5d7_E1_PD	FALSE
MESC_CL5d7_D6_PD	FALSE
MESC_CL5d2_C3_PB	FALSE
MESC_CL5d4_F6_PC	FALSE
MESC_CL5d2_H7_PB	FALSE
MESC_CL5d2_A9_PB	TRUE
MESC_CL5d4_E11_PC	FALSE
MESC_CL5d2_C1_PB	FALSE
MESC_CL5d7_B3_PD	FALSE
MESC_CL5d7_B5_PD	FALSE
MESC_CL5d4_E1_PC	FALSE
MESC_CL5d1_B7_PA	FALSE
